REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
EUR,Azerbaijan,8933928,Middle,1,3,2,2,999,2,3,2,"Reproductive Health Survey, Azerbaijan, 2001",2001,National,15 - 44,Current cigarette smoking,988,0.6,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,No,NA,2,3,Yes,No,Yes,No,Yes,NR,NR,No,No,NA,No,NA,No,NA,No,No,No,No,No,Yes,966,966,966,No,999,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,966,966,966,No,999,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,Yes,No,No,No,No,No,No,10,No,Yes,No,No,No,Yes,No,No,988,0.7,AZN,1.43,0.87,0%,9%,1%,26%,9%,17%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Bahamas,345736,High,2,2,3,2,999,2,3,2,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,No,No,No,NR,Yes,966,966,966,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,No,No,No,No,No,988,No,No,No,No,No,No,No,No,999,2.69,BSD,3.35,2.69,0%,31%,0%,31%,31%,0%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Bahrain,807131,High,2,2,5,2,999,2,3,2,National Noncommunicable Diseases Risk Factors Survey,2007,National,20 - 64,Daily tobacco smoking,30.6,5.7,17.9,Current tobacco smoking,33.4,7,19.9,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,Yes,Yes,Yes,No,No,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in most,Yes in some,Yes in some,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,No,No,No,No,No,5,No,No,No,No,No,No,No,Yes,10,0.6,BHD,1.98,1.6,0%,0%,33%,33%,0%,33%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Bangladesh,164425491,Low,3,2,3,3,999,4,4,3,Impact of Tobacco-related Illness in Bangladesh (WHO-SEARO),2004,National,15+,Current tobacco smoking,41,1.8,20.9,Current tobacco use,48.6,25.4,36.8,Users of smokeless tobacco,14.8,24.4,19.7,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,No,No,No,No,No,No,NA,4,2,Yes,No,Yes,No,No,NR,NR,No,No,NA,No,NA,No,NA,Yes in some,No,No,Yes in some,No,Yes,30,30,30,Yes,6,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,10,No,Yes,No,No,No,No,No,Yes,7,25.9,BDT,1.01,0.38,0%,52%,0%,67%,52%,15%,NR,NR,4.80,BDT,0.19,0.07,0%,11%,0%,26%,NA,Yes,Yes,2,90000.00,USD,90000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Barbados,256552,High,2,2,3,2,999,2,3,3,Barbados STEPS Survey,2007,National,25+,Daily tobacco smoking,9.4,0.9,4.9,Current tobacco smoking,14.2,1.6,7.5,Current users of smokeless tobacco,988,0.6,0.3,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,Yes,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,No,No,No,Yes in some,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,11,BBD,8.89,5.5,34%,0%,0%,48%,34%,14%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Belarus,9587940,Middle,3,2,4,3,999,4,2,3,Report submitted to the Conference of Parties IV to the WHO FCTC 2010,2008,National,16+,Daily tobacco smoking,47.3,6.5,23.8,Current tobacco smoking,52.3,9.3,27.5,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,No,No,No,No,No,No,No,NA,4,1,Yes,No,Yes,No,Yes,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,Yes,In a pharmacy without a prescription,Yes in some,Yes in most,Yes in some,No,Yes in some,Yes,30,30,30,Yes,6,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,8,No,Yes,Yes,No,No,No,NR,Yes,8,1900,BYR,1.75,0.86,8%,0%,0%,23%,8%,15%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Belgium,10697588,High,4,4,5,4,999,4,5,3,Health Interview Survey ,2008,National,15+,Daily tobacco smoking,23.6,17.7,20.5,Current tobacco smoking,28.6,20.7,24.5,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,8,6,Yes,Yes,Yes,No,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,No,No,Yes,43,35,50,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,10,No,Yes,Yes ,No,No,Yes,No,Yes,8,4.16,EUR,4.71,5.79,8%,52%,0%,77%,60%,17%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,3000000.00,EUR,4394477.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Belize,312928,Middle,3,2,3,2,999,2,2,3,"The Central American Diabetes Initiative: Survey of Diabetes, Hypertension and Nonommunicable Disease Risk Factors",2008,National,20+,Current cigarette smoking,17.7,1.4,10.2,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,No,No,No,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,5,BZD,4.69,2.5,10%,0%,0%,19%,10%,9%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2.5,12400.00,USD,12400.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Benin,9211741,Low,2,3,3,3,999,4,3,3,Enquête nationale STEPS sur les facteurs de risque des maladies non transmissibles,2008,National,25 - 64,Daily tobacco smoking,14,1.2,7.7,Current tobacco smoking,15.8,1.4,8.7,NR,12.7,5.7,9.2,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,No,Yes,Yes,No,No,No,NA,NR,4,Yes,No,Yes,No,Yes,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,No,No,No,No,Yes,30,30,30,Yes,1,Yes,No,No,No,No,No,No,No,Yes,No,NR,No,No,No,No,No,No,Yes,30,30,30,Yes,1,Yes,No,No,No,No,No,No,No,Yes,No,NR,No,No,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,988,No,No,No,No,No,No,NR,No,999,500,XOF,2.18,1.06,0%,25%,0%,42%,25%,17%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,3,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Bhutan,708484,Middle,2,5,2,2,999,2,1,3,Report on 2007 STEPS Survey for Risk Factors and Prevalence of Noncommunicable Diseases in Thimphu,2007,Subnational,25 - 74,Daily tobacco smoking,6.9,3.9,5.6,Current tobacco smoking,8.4,4.7,6.8,Current users of smokeless tobacco,21.1,17.3,19.4,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,7,8,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,No,No,No,Yes,No,8,No,No,No,No,No,No,NR,No,999,NA,NA,NA,NA,999,999,999,999,999,999,NA,NA,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,3,34000.00,USD,34000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,v,NA,NA,NA,NA,NA,NA
AMR,Bolivia,10030832,Middle,2,4,3,5,999,4,3,3,"Encuesta Nacional de Demografia y Salud, Bolivia",2003,National,15—49,Current cigarette smoking,. . .,29.6,. . .,Current tobacco smoking,. . .,32.5,. . .,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,NR,7,Yes,Yes,No,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,No,Yes in some,No,No,Yes,50,50,50,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,No,No,988,Yes,Yes,No,No,No,No,No,Yes,988,5.5,BOB,1.99,0.78,0%,29%,0%,41%,29%,12%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Bosnia and Herzegovina,3759633,Middle,3,2,3,2,999,4,4,3,"World Health Survey, Bosnia and Herzegovina",2003,National,18+,Daily tobacco smoking,46.6,24.9,35.5,Current tobacco smoking,54.2,34.2,44,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,Yes in most,No,No,No,No,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,Yes,No,Yes,No,Yes,No,No,3,Yes,Yes,No,No,No,Yes,No,Yes,4,2,BAM,2.47,1.42,0%,42%,0%,57%,42%,15%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Botswana,1977569,Middle,2,2,3,2,999,4,3,3,Republic of Botswana STEPS Survey,2007,National,25 - 64,Daily tobacco smoking,27.6,5.9,16.2,Current tobacco smoking,32.8,7.8,19.7,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,Yes,Yes,Yes,No,Yes,NR,NR,No,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,No,Yes in some,Yes in some,Yes in some,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,988,No,No,No,No,No,Yes,No,No,988,17.5,BWP,5.11,2.33,39%,0%,0%,48%,39%,9%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,3,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Brazil,195423252,Middle,2,2,5,5,999,4,4,4,Global Adult Tobacco Survey,2008,National,15+,Daily tobacco smoking,18.9,11.5,15.1,Current tobacco smoking,21.6,13.1,17.2,Current users of smokeless tobacco,0.6,0.3,0.4,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,Yes,NA,9,1,Yes,Yes,No,No,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,Yes in some,NR,Yes,50,0,100,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,50,0,100,No,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,9,No,Yes,No,Yes,No,Yes,No,Yes,5,2.4,BRL,1.59,1.03,29%,0%,0%,60%,29%,31%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,25,10000000.00,BRL,3418663.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Brunei Darussalam,407045,High,1,4,4,5,999,4,4,3,Population census,2001,National,9+,Current tobacco smoking,31.8,2.9,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,NA,5,6,Yes,Yes,Yes,No,Yes,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,Yes in some,No,NR,Yes in some,NR,Yes,50,50,50,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,50,50,50,Yes,988,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,10,No,Yes,No,No,No,Yes,No,Yes,10,1.68,BND,1.61,1.17,71%,0%,0%,71%,71%,0%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,3,134715.00,BND,95214.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Bulgaria,7497282,Middle,3,2,4,3,999,4,5,3,European Health Interview Survey (EHIS),2008,National,15+,Daily tobacco smoking,40.5,18.9,29.2,Current tobacco smoking,50.3,28.2,38.8,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,Yes,Yes,No,No,No,No,No,NA,3,2,Yes,Yes,Yes,Yes,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,No,NA,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,Yes in some,Yes in some,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,Yes,No,No,Yes,9,No,No,No,No,No,Yes,No,No,8,2.9,BGN,4.08,2.09,28%,41%,0%,85%,69%,17%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,1,313000.00,BGN,234085.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
